timestamp,open,high,low,close,volume
2019-04-18,49.5100,50.6000,49.0400,50.3700,8745523
2019-04-12,48.3500,51.2400,48.1100,50.1900,19934840
2019-04-05,46.4120,48.7400,46.4100,48.6700,16300279
2019-03-29,44.9000,46.2100,44.5500,45.9800,14049032
2019-03-22,46.9500,47.4900,45.1800,45.2600,18714023
2019-03-15,45.1820,46.0500,45.0500,45.9600,14095770
2019-03-08,44.1800,46.7900,43.2500,43.6300,22712851
2019-03-01,44.2500,44.5400,42.4300,42.6400,17070477
2019-02-22,42.9000,44.2500,42.7400,44.1800,12256014
2019-02-15,44.9300,45.2100,42.7000,42.8650,16785957
2019-02-08,44.2000,45.8500,43.5000,44.2300,12901932
2019-02-01,43.0400,44.8800,42.7600,44.2600,20815615
2019-01-25,43.0000,44.1000,41.9400,44.0650,15645469
2019-01-18,41.1500,44.0200,40.9300,43.4800,21111958
2019-01-11,40.4900,42.7500,40.2000,42.1100,18469535
2019-01-04,39.9500,41.0800,38.1700,40.6200,17627980
2018-12-28,38.8700,40.1000,38.3000,39.4200,14520863
2018-12-21,39.2900,40.6000,37.3700,39.5400,27894481
2018-12-14,39.0500,41.3600,38.2600,39.4500,23593189
2018-12-07,42.3900,42.6400,38.0700,39.6800,26631050
2018-11-30,38.5600,41.1000,38.2400,40.0800,21923296
2018-11-23,37.1000,37.7500,34.3000,37.0300,12788675
2018-11-16,34.2900,37.7300,33.4000,37.4700,28310470
2018-11-09,37.5000,38.6800,34.2600,34.8200,33896272
2018-11-02,33.2400,38.7400,31.5400,37.8500,43424377
2018-10-26,37.2400,37.4800,32.6800,33.1200,33117152
2018-10-19,36.2700,37.2700,34.7850,35.7200,21833923
2018-10-12,37.9900,38.6000,34.2600,37.8700,45830515
2018-10-05,41.0400,41.3600,38.1400,38.9300,22157509
2018-09-28,42.1500,42.6400,40.6300,40.8400,17723938
2018-09-21,40.7500,43.2300,40.3500,42.7700,21773304
2018-09-14,40.1900,42.5000,38.5500,41.3500,34917324
2018-09-07,42.6300,42.7000,39.8600,40.4500,34123393
