timestamp,open,high,low,close,volume
2019-04-18,23.8500,24.3900,23.4700,24.2200,441419
2019-04-12,23.9000,24.0000,22.7800,23.8500,757091
2019-04-05,23.0000,23.7000,22.6500,23.6250,955334
2019-03-29,21.8500,22.6350,21.2000,22.6300,2590835
2019-03-22,22.0100,22.7300,21.6700,21.6700,6370710
2019-03-15,20.1000,22.3000,20.1000,22.1900,3413788
2019-03-08,21.9800,21.9800,19.9900,20.5000,757199
2019-03-01,20.9300,21.7900,20.9300,21.4900,1201512
2019-02-22,19.9500,20.5700,19.5000,20.5400,507249
2019-02-15,19.7900,19.9700,19.4400,19.8000,451135
2019-02-08,19.9700,20.0300,19.3300,19.5600,707508
2019-02-01,18.5500,19.7200,18.5500,19.6000,1018528
2019-01-25,18.5100,19.0000,17.9800,18.8100,889567
2019-01-18,17.6000,18.5600,17.5160,18.4975,1033771
2019-01-11,17.0700,17.9800,16.9800,17.8250,740118
2019-01-04,17.3900,17.6400,16.9300,17.3000,598537
2018-12-28,17.5100,17.9800,17.0500,17.4800,1066663
2018-12-21,19.0500,19.0500,17.6300,17.7100,2114953
2018-12-14,18.9800,19.5700,18.6500,19.0500,889488
2018-12-07,19.5600,20.3200,18.9000,18.9800,766710
2018-11-30,18.9200,19.6700,18.9000,19.4100,522055
2018-11-23,19.7420,19.8000,18.5400,19.0300,557469
2018-11-16,19.3300,20.1000,19.2075,19.8000,492097
2018-11-09,19.6000,20.4600,19.3300,19.5300,712698
2018-11-02,19.1000,20.2050,18.1400,19.9650,675375
2018-10-26,19.0100,19.7200,18.8000,19.0800,954919
2018-10-19,18.4500,19.1300,18.1100,18.8300,810385
2018-10-12,18.9900,19.3400,17.5100,18.8800,725606
2018-10-05,20.6500,20.6500,19.2200,19.5500,1917015
2018-09-28,20.4700,20.4900,20.0400,20.2450,1705892
2018-09-21,19.2500,20.3500,18.6700,20.2000,1869573
2018-09-14,19.1000,19.6700,18.2400,19.0400,874733
2018-09-07,19.7500,19.7500,18.7200,18.8600,514853
2018-08-31,19.6500,19.6700,18.4000,19.3000,574958
2018-08-24,17.1100,19.1620,17.1100,19.0600,1296743
2018-08-17,18.1000,18.2700,17.0000,17.7700,494267
2018-08-10,17.7800,18.5900,17.7800,18.3100,489936
2018-08-03,18.7600,18.9000,17.7400,18.0600,500667
2018-07-27,18.6000,19.1900,18.2400,18.6800,455146
2018-07-20,17.9700,18.3700,17.5800,18.3400,500560
2018-07-13,18.4500,18.4500,17.8400,18.1050,920826
2018-07-06,18.3100,18.3500,17.5700,17.9350,502130
2018-06-29,18.8650,19.2100,18.0000,18.3700,2172518
2018-06-22,20.2800,20.2800,18.7600,19.2800,673479
2018-06-15,19.9100,20.4400,19.6800,20.2500,495292
2018-06-08,20.1700,20.5400,19.8600,20.2094,508528
2018-06-01,19.9400,20.1000,19.4100,19.9500,1014893
2018-05-25,20.0500,20.3600,19.6800,19.9350,1851412
2018-05-18,20.2600,20.4500,19.8350,19.8700,440775
2018-05-11,18.9500,20.3300,18.9500,20.0300,740759
2018-05-04,19.9800,19.9800,18.7300,19.3300,943748
2018-04-27,21.0580,21.3800,19.7500,19.8900,1086026
2018-04-20,21.3000,21.3000,20.5300,20.6700,476479
2018-04-13,20.5400,21.7400,20.2400,21.3200,1257313
2018-04-06,20.5500,21.0000,20.0000,20.1600,354115
2018-03-29,21.0700,21.8000,20.1200,20.7450,415411
2018-03-23,22.9200,24.2000,21.1000,21.1000,663493
2018-03-16,22.2600,23.0200,21.5800,22.9750,337157
2018-03-09,20.9800,22.0900,20.6100,22.0700,304039
2018-03-02,21.9000,22.6200,20.5100,21.1550,430858
2018-02-23,21.4800,22.6100,21.4800,22.1150,390180
2018-02-16,20.7400,22.9800,20.3800,22.7350,1374153
2018-02-09,22.5800,22.9400,19.5600,20.4500,914435
2018-02-02,24.0000,24.0000,22.5000,22.5250,1116092
2018-01-26,24.6700,25.0100,23.4300,24.1600,734327
2018-01-19,23.5300,24.1900,22.9500,24.1800,747899
2018-01-12,21.0250,22.4500,20.8500,22.3200,525540
2018-01-05,21.5500,22.0600,21.0826,21.2800,286046
2017-12-29,21.2500,21.5500,20.6500,20.8900,341865
2017-12-22,20.0400,21.5800,19.8600,21.3300,971273
2017-12-15,21.0600,21.0600,19.8500,19.9400,2436404
2017-12-08,19.9500,20.4700,18.7800,20.2150,1528111
2017-12-01,21.3000,21.3000,19.0600,19.3200,958407
2017-11-24,20.6000,22.5000,20.1050,21.6400,516650
2017-11-17,19.6820,20.3599,18.9000,20.2500,815819
2017-11-10,18.2000,19.5300,18.2000,19.5300,806254
2017-11-03,17.5500,18.3000,17.3600,18.1800,558817
2017-10-27,17.3700,18.3000,17.0400,18.2650,1066467
2017-10-20,16.8550,17.2500,16.4300,17.2300,126113
2017-10-13,16.3250,16.6500,16.0200,16.5400,632939
2017-10-06,15.9400,16.4300,15.5400,16.4100,565770
2017-09-29,15.8600,15.8600,15.1000,15.5000,253268
2017-09-22,16.3100,16.3300,15.7600,15.9000,343333
2017-09-15,16.0700,16.3200,15.7500,16.0500,152138
2017-09-08,15.8050,16.1300,15.6700,15.8250,181695
2017-09-01,15.9560,16.3200,15.7700,16.1000,236420
2017-08-25,15.6500,16.4800,15.5800,16.1000,491192
2017-08-18,14.4900,16.5000,14.4300,15.5200,275688
2017-08-11,15.2500,15.3700,14.4000,14.4000,166520
2017-08-04,15.0000,15.5700,14.8100,15.1500,122468
2017-07-28,15.0400,15.0400,14.5005,14.7400,203983
2017-07-21,15.0800,15.3700,14.6900,14.7200,171790
2017-07-14,14.0900,14.9800,13.8500,14.7750,209944
2017-07-07,13.6100,14.1300,13.5400,13.8000,79854
2017-06-30,13.6800,13.8200,13.2400,13.3500,105892
2017-06-23,13.1100,13.5200,13.1000,13.5000,200784
2017-06-16,13.2700,13.4000,12.8400,12.9000,98626
2017-06-09,12.6500,13.5500,12.6500,13.4240,115391
2017-06-02,13.1100,13.2200,12.8200,13.1440,180494
2017-05-26,12.5100,12.9900,12.2500,12.9600,137580
2017-05-19,12.0820,12.1800,11.8600,12.0520,142544
2017-05-12,11.2400,11.9500,11.1100,11.9300,98676
2017-05-05,11.3400,11.4100,11.1200,11.1800,336476
2017-04-28,11.0050,11.4700,10.9700,11.3500,114392
2017-04-21,10.8900,10.9800,10.7700,10.9300,91710
2017-04-13,11.0000,11.0200,10.8900,10.9100,161401
2017-04-07,11.2200,11.3600,11.0900,11.1200,261496
2017-03-31,11.2100,11.4700,11.0500,11.3000,107100
2017-03-24,11.1300,11.4000,11.1000,11.3500,323600
2017-03-17,10.6600,11.1700,10.6600,11.1300,122800
2017-03-10,10.6700,10.7500,10.4700,10.6700,279300
2017-03-03,10.5500,10.9000,10.5500,10.6700,137500
2017-02-24,10.9600,11.0400,10.7000,10.8700,121300
2017-02-17,11.0000,11.0000,10.6900,10.8700,261200
2017-02-10,10.3700,10.8700,10.3700,10.8200,2547600
2017-02-03,10.3325,10.3800,10.2000,10.2800,294807
2017-01-27,10.4900,10.5900,10.1400,10.4500,223916
2017-01-20,10.1500,10.5700,10.1500,10.5100,1027914
2017-01-13,10.0700,10.4600,10.0700,10.3800,106733
2017-01-06,10.2600,10.3000,10.1000,10.1400,168953
2016-12-30,9.8600,10.0700,9.8600,9.9600,96795
2016-12-23,10.2900,10.2900,9.8200,9.8800,248245
2016-12-16,10.8200,10.9300,10.3500,10.3677,130022
2016-12-09,10.8300,10.9900,10.6000,10.9900,484382
2016-12-02,11.1500,11.2700,10.8400,10.8400,147516
2016-11-25,10.7401,11.1700,10.7200,11.0500,62462
2016-11-18,10.1950,10.6000,10.1950,10.3900,112699
2016-11-11,10.8000,10.9000,10.2200,10.3300,114351
2016-11-04,10.4900,10.8000,10.3780,10.4300,87191
2016-10-28,10.5000,10.6300,10.3100,10.4600,49489
2016-10-21,10.3100,10.5000,10.3100,10.4000,79025
2016-10-14,10.8900,10.9700,10.3500,10.5500,161822
2016-10-07,10.6300,10.8600,10.3900,10.8600,99984
2016-09-30,10.6193,10.7300,10.4500,10.5800,136357
