Date,Open,High,Low,Close,Adj Close,Volume
2014-04-13,null,null,null,null,null,null
2014-04-20,39.049999,39.599998,37.750000,37.849998,35.355515,81401987
2014-04-27,37.500000,39.000000,37.400002,38.250000,35.729156,92289132
2014-05-04,38.500000,38.750000,36.700001,37.500000,35.028587,72250111
2014-05-11,37.450001,38.750000,36.900002,38.250000,35.729156,102123558
2014-05-18,38.349998,38.500000,37.799999,38.150002,35.904751,82675113
2014-05-25,38.250000,39.150002,37.950001,38.849998,36.563553,73566371
2014-06-01,38.849998,39.500000,38.549999,38.650002,36.375324,52965913
2014-06-08,39.000000,39.599998,38.700001,39.299999,36.987064,49700206
2014-06-15,39.049999,39.400002,38.250000,39.200001,36.892960,63524904
2014-06-22,39.250000,39.500000,38.250000,39.400002,37.081184,91775420
2014-06-29,39.500000,40.000000,38.599998,39.599998,37.269413,77282322
2014-07-06,39.500000,39.799999,38.950001,39.299999,36.987064,65387062
2014-07-13,39.099998,39.900002,39.000000,39.549999,37.222347,80003365
2014-07-20,39.750000,42.299999,39.650002,41.400002,38.963482,136102998
2014-07-27,41.099998,42.500000,41.000000,42.049999,39.575226,134118910
2014-08-03,42.000000,42.250000,41.150002,41.400002,38.963482,70823229
2014-08-10,41.500000,43.799999,41.500000,42.950001,40.422256,88426164
2014-08-17,42.700001,44.000000,42.099998,43.349998,40.952526,93984017
2014-08-24,43.200001,44.200001,42.099998,42.299999,39.960598,82956121
2014-08-31,42.000000,44.000000,42.000000,43.299999,40.905289,99493129
2014-09-07,43.200001,43.200001,42.299999,42.750000,40.385708,56061352
2014-09-14,42.500000,43.000000,41.099998,42.750000,40.385708,102116180
2014-09-21,42.049999,42.349998,40.599998,41.200001,38.921429,107903073
2014-09-28,40.500000,41.450001,39.099998,41.200001,38.921429,136917222
2014-10-05,40.650002,42.549999,40.200001,41.200001,38.921429,127539279
2014-10-12,40.299999,42.450001,40.299999,41.099998,38.826958,132775460
2014-10-19,41.599998,42.299999,40.799999,41.950001,39.629955,84379398
2014-10-26,41.750000,43.450001,41.200001,43.250000,40.858059,102357332
2014-11-02,43.450001,43.750000,42.349998,42.950001,40.574654,77667629
2014-11-09,43.750000,45.450001,43.400002,44.950001,42.464035,88636129
2014-11-16,45.500000,45.650002,43.299999,43.950001,41.519344,84309347
2014-11-23,44.849998,45.599998,43.799999,44.799999,42.322334,99442517
2014-11-30,44.599998,45.200001,43.049999,44.599998,42.133396,135926127
2014-12-07,44.650002,44.799999,42.799999,43.200001,40.810822,112221105
2014-12-14,42.549999,42.900002,40.849998,42.500000,40.149540,147819984
2014-12-21,42.400002,43.299999,41.400002,43.000000,40.621883,60878895
2014-12-28,43.650002,44.000000,42.599998,43.950001,41.519344,59192194
2015-01-04,44.049999,44.150002,40.700001,42.950001,40.574654,126961757
2015-01-11,42.799999,45.000000,42.549999,44.650002,42.180630,118717982
2015-01-18,44.200001,45.500000,44.200001,44.950001,42.464035,126315670
2015-01-25,44.500000,46.450001,44.400002,45.250000,42.747448,122555786
2015-02-01,45.049999,45.549999,44.150002,44.200001,41.755512,93031795
2015-02-08,43.599998,44.599998,43.599998,44.450001,41.991692,98141997
2015-02-15,44.900002,44.950001,44.349998,44.500000,42.038933,40374424
2015-02-22,44.950001,46.450001,44.349998,45.650002,43.125328,150308134
2015-03-01,46.450001,49.650002,46.049999,48.549999,45.864944,207639734
2015-03-08,48.000000,48.700001,46.549999,46.650002,44.070023,114767998
2015-03-15,47.099998,48.700001,46.349998,48.000000,45.345360,117400697
2015-03-22,48.750000,49.200001,47.500000,48.849998,46.148346,80117897
2015-03-29,49.450001,49.549999,48.500000,49.349998,46.620693,80713870
2015-04-05,49.349998,58.200001,49.349998,53.750000,50.777359,160218726
