Date,Open,High,Low,Close,Adj Close,Volume
2014-04-14,null,null,null,null,null,null
2014-04-21,4105.370117,4177.160156,4068.100098,4075.560059,4075.560059,9433140000
2014-04-28,4091.810059,4149.560059,4014.169922,4123.899902,4123.899902,10332790000
2014-05-05,4099.250000,4138.339844,4021.050049,4071.870117,4071.870117,10285910000
2014-05-12,4092.840088,4155.129883,4035.959961,4090.590088,4090.590088,9392030000
2014-05-19,4080.330078,4186.580078,4075.699951,4185.810059,4185.810059,8475230000
2014-05-26,4206.439941,4252.080078,4204.720215,4242.620117,4242.620117,7215130000
2014-06-02,4247.959961,4322.509766,4207.609863,4321.399902,4321.399902,8503440000
2014-06-09,4324.350098,4346.740234,4284.529785,4310.649902,4310.649902,9011390000
2014-06-16,4303.930176,4372.180176,4296.259766,4368.040039,4368.040039,9916980000
2014-06-23,4368.959961,4399.870117,4339.410156,4397.930176,4397.930176,10969450000
2014-06-30,4398.370117,4485.930176,4396.589844,4485.930176,4485.930176,6391870000
2014-07-07,4477.740234,4478.020020,4351.040039,4415.490234,4415.490234,8844340000
2014-07-14,4441.390137,4451.930176,4352.229980,4432.149902,4432.149902,9289850000
2014-07-21,4421.200195,4485.500000,4404.509766,4449.560059,4449.560059,8838590000
2014-07-28,4451.120117,4476.060059,4324.020020,4352.640137,4352.640137,10070210000
2014-08-04,4365.620117,4395.379883,4321.890137,4370.899902,4370.899902,9038280000
2014-08-11,4387.379883,4482.470215,4371.839844,4464.930176,4464.930176,8059070000
2014-08-18,4490.529785,4547.240234,4486.439941,4538.549805,4538.549805,7363490000
2014-08-25,4563.720215,4580.270020,4546.620117,4580.270020,4580.270020,6906120000
2014-09-01,4592.419922,4610.140137,4542.740234,4582.899902,4582.899902,7127060000
2014-09-08,4579.060059,4600.399902,4544.439941,4567.600098,4567.600098,8924430000
2014-09-15,4567.450195,4610.569824,4499.870117,4579.790039,4579.790039,10569910000
2014-09-22,4568.450195,4568.870117,4466.640137,4512.189941,4512.189941,9071600000
2014-09-29,4465.839844,4522.060059,4367.740234,4475.620117,4475.620117,10193900000
2014-10-06,4492.399902,4496.259766,4276.240234,4276.240234,4276.240234,11421200000
2014-10-13,4274.910156,4303.819824,4116.600098,4258.439941,4258.439941,12874700000
2014-10-20,4254.160156,4486.259766,4248.220215,4483.720215,4483.720215,9388650000
2014-10-27,4469.020020,4641.509766,4450.290039,4630.740234,4630.740234,10195870000
2014-11-03,4633.709961,4654.189941,4594.919922,4632.529785,4632.529785,9939840000
2014-11-10,4635.100098,4703.100098,4626.490234,4688.540039,4688.540039,8864290000
2014-11-17,4678.439941,4751.600098,4653.330078,4712.970215,4712.970215,8514060000
2014-11-24,4725.169922,4810.859863,4723.620117,4791.629883,4791.629883,5649800000
2014-12-01,4777.729980,4788.979980,4724.620117,4780.759766,4780.759766,8958470000
2014-12-08,4769.759766,4793.240234,4653.600098,4653.600098,4653.600098,9529830000
2014-12-15,4679.669922,4782.129883,4547.310059,4765.379883,4765.379883,12115390000
2014-12-22,4759.040039,4814.950195,4757.799805,4806.859863,4806.859863,4970860000
2014-12-29,4801.259766,4813.720215,4698.109863,4726.810059,4726.810059,5447690000
2015-01-05,4700.339844,4744.709961,4567.589844,4704.069824,4704.069824,9741020000
2015-01-12,4714.069824,4751.339844,4563.109863,4634.379883,4634.379883,10044730000
2015-01-19,4655.839844,4771.180176,4601.100098,4757.879883,4757.879883,7332840000
2015-01-26,4752.359863,4774.180176,4601.759766,4635.240234,4635.240234,10165290000
2015-02-02,4650.600098,4787.180176,4580.459961,4744.399902,4744.399902,10443580000
2015-02-09,4723.729980,4893.839844,4719.609863,4893.839844,4893.839844,9239750000
