Date,Open,High,Low,Close,Adj Close,Volume
2014-04-14,null,null,null,null,null,null
2014-04-21,16408.919922,16565.710938,16333.780273,16361.459961,16361.459961,412130000
2014-04-28,16363.200195,16620.060547,16312.660156,16512.890625,16512.890625,424260000
2014-05-05,16509.750000,16622.949219,16357.349609,16583.339844,16583.339844,389130000
2014-05-12,16584.820313,16735.509766,16397.460938,16491.310547,16491.310547,440800000
2014-05-19,16490.349609,16613.070313,16341.299805,16606.269531,16606.269531,354650000
2014-05-26,16607.419922,16721.220703,16607.419922,16717.169922,16717.169922,304040000
2014-06-02,16716.849609,16924.279297,16673.650391,16924.279297,16924.279297,341950000
2014-06-09,16926.080078,16970.169922,16703.730469,16775.740234,16775.740234,361330000
2014-06-16,16765.560547,16978.019531,16722.859375,16947.080078,16947.080078,542720000
2014-06-23,16946.500000,16969.699219,16746.089844,16851.839844,16851.839844,419120000
2014-06-30,16852.490234,17074.650391,16801.939453,17068.259766,17068.259766,289050000
2014-07-07,17063.830078,17063.830078,16805.380859,16943.810547,16943.810547,332360000
2014-07-14,16950.929688,17151.560547,16950.929688,17100.179688,17100.179688,485570000
2014-07-21,17095.109375,17133.429688,16915.650391,16960.570313,16960.570313,352670000
2014-07-28,16956.910156,17056.460938,16437.070313,16493.369141,16493.369141,406450000
2014-08-04,16493.720703,16596.220703,16333.780273,16553.929688,16553.929688,394340000
2014-08-11,16557.269531,16775.269531,16518.060547,16662.910156,16662.910156,365900000
2014-08-18,16664.449219,17074.589844,16664.449219,17001.220703,17001.220703,334340000
2014-08-25,17011.810547,17153.800781,17011.810547,17098.449219,17098.449219,303160000
2014-09-01,17097.419922,17161.550781,17009.070313,17137.359375,17137.359375,272340000
2014-09-08,17131.710938,17137.880859,16937.669922,16987.509766,16987.509766,357920000
2014-09-15,16988.759766,17350.640625,16951.380859,17279.740234,17279.740234,667670000
2014-09-22,17271.710938,17277.880859,16945.800781,17113.150391,17113.150391,400110000
2014-09-29,17107.689453,17145.099609,16674.039063,17009.689453,17009.689453,440180000
2014-10-06,17010.339844,17099.390625,16543.910156,16544.099609,16544.099609,1071380000
2014-10-13,16535.429688,16602.410156,15855.120117,16380.410156,16380.410156,648200000
